,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num
457,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,,#一年级 期待已久的语文重点知识集锦总算到了，暑假可以好好预习了，轻松赢在起跑线上#暑假#预习课文,762,56,24,Evan妈咪（娟子）,34.2w,162w,男 0.00%,https://www.iesdouyin.com/share/video/6851532742836915464/?region=CN&mid=6823152141700958989&u_code=0&titleType=title,100.00% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
458,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,,#一年级 #语文 语文重点知识集锦终于收到了，每篇课文的知识点和单元重点总结很全面，暑假预习必备#预习,594,49,21,Evan妈咪（娟子）,34.2w,162w,男 7.14%,https://www.iesdouyin.com/share/video/6851542847452122381/?region=CN&mid=6838157988901997326&u_code=0&titleType=title,92.86% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
459,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,,少年，愿叫醒你的不只是闹钟⏰还有梦想#暑假,327,5,22,兰山天天学图书经营部,48.8w,107.7w,男 10.00%,https://www.iesdouyin.com/share/video/6850951473564536064/?region=CN&mid=6824793994652813319&u_code=0&titleType=title,90.00% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
460,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,,#三年级#语文 你们要的同步重点知识大全来了，每个字都是考点……,667,32,50,高嘉齐妈妈,46.4w,272.3w,男 5.00%,https://www.iesdouyin.com/share/video/6851421028095118599/?region=CN&mid=6839746655932254990&u_code=0&titleType=title,95.00% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
461,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,,6点就起来早读，再默写古诗。如果你现在所努力的事情还看不到成绩，请不要放弃，那是在扎根。#晨读#小学生#暑假,386,14,17,上帝的宠儿,7.5w,74.5w,男 16.67%,https://www.iesdouyin.com/share/video/6850948241954000131/?region=CN&mid=6804982499945990925&u_code=0&titleType=title,83.33% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
462,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,,#一年级 没有白吃的苦，没有白走的路！加油，正在努力的孩子❤️#717奇妙好物在这里 @抖音小助手,490,34,53,小宝的成长日记,29.8w,112.7w,男 16.67%,https://www.iesdouyin.com/share/video/6850631422286318863/?region=CN&mid=6850631428015803150&u_code=0&titleType=title,83.33% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
463,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,,以后成绩好不好不重要，重要的是你努力过、付出过，不给自己留遗憾，便是学习上最完美的答卷#预习课文 #三年级上册,137,11,16,小然然,12.7w,69.4w,男 9.09%,https://www.iesdouyin.com/share/video/6850980183554460939/?region=CN&mid=6564728922256771844&u_code=31b2l1ib4fbe&titleType=title,90.91% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
464,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,,一直期待的知识集锦到了，暑假好好预习起来💪#暑假 #语文 #预习#自律,30,1,6,开心就好💐,14.6w,79.6w,男 33.33%,,66.67% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
465,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,,#二年级 知识集锦包含每本课文的内容和知识点，每单元的知识汇总，预习必备。做家长的又可以省心咯。#预习,59,1,2,小桐桐的书房,15.8w,54.9w,男 0.00%,https://www.iesdouyin.com/share/video/6851473984416943368/?region=CN&mid=6851473991169870600&u_code=0&titleType=title,100.00% 女,一二三四年级语文上册重点知识集锦 彩印版,¥39.00,25.00%,1.4万,1.1万,6.95%,66,66
466,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,,爆火的#洗衣凝珠 来啦,285,5,32,晴天☀️好物,"9,831",2w,男 0.00%,https://www.iesdouyin.com/share/video/6851508825959320839/?region=CN&mid=6851508842728049416&u_code=0&titleType=title,100.00% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
467,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,,难怪她🏠衣服总是干干净净，还自带好闻的花香！原来一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,3,0,0,晴天☀️好物,"9,831",2w,男 %,https://www.iesdouyin.com/share/video/6849996884304481549/?region=CN&mid=6849996890935757575&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,难怪她老公的衣服总是干干净净，还有花香很好闻！原来她一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,2,0,0,晴天☀️好物,"9,831",2w,男 %,https://www.iesdouyin.com/share/video/6851102160751578381/?region=CN&mid=6456638950865029902&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
469,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,,难怪她🏠的衣服总是干干净净自带花香，特别好闻！原来一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,1,0,0,晴天☀️好物,"9,831",2w,男 %,https://www.iesdouyin.com/share/video/6849988242721279245/?region=CN&mid=6849984139257514760&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
470,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,,难怪她老公的衣服总是干干净净，还自带花香很好闻！原来一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,3,0,0,晴天☀️好物,"9,831",2w,男 %,https://www.iesdouyin.com/share/video/6850709781938769159/?region=CN&mid=6850709762733001485&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
471,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,,难怪她🏠衣服总是干干净净自带花香，特别好闻！原来一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,2,0,0,晴天☀️好物,"9,831",2w,男 %,https://www.iesdouyin.com/share/video/6849984135436537096/?region=CN&mid=6849984139257514760&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
472,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,,大家都在用的洗衣凝珠你不会还不知道吧#洗衣凝珠,26,3,2,小情绪💋,"2,320","7,906",男 %,https://www.iesdouyin.com/share/video/6851022417603677447/?region=CN&mid=6851021363856067342&u_code=0&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
473,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,,大家都在用的洗衣凝珠我买啦#洗衣凝珠,"6,740",199,253,小情绪💋,"2,320","7,906",男 %,https://www.iesdouyin.com/share/video/6851433290168012046/?region=CN&mid=6851433297059367694&u_code=2jifijf4ik09&titleType=title,% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
474,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,,都这个年代了，还在用洗衣液吗，QQ弹弹的洗衣凝珠确定不试试吗#717奇妙好物在这里 @DOU+小助手,205,0,26,是安安吖,"1,075","1,747",男 7.14%,,92.86% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
475,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,,难怪她🏠衣服总是很干净，还有很好闻的花香，原来一直在用#洗衣凝珠 #717奇妙好物在这里 @抖音小助手,209,3,16,晴天☀️好物,"9,831",2w,男 8.70%,https://www.iesdouyin.com/share/video/6849603789419302152/?region=CN&mid=6841492789587364616&u_code=0&titleType=title,91.30% 女,妙可馨洗衣凝珠,¥29.90,1.00%,"5,145","4,966",8.40%,16,16
476,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,,#花卉绿植 #高考 祝莘莘学子，金榜题名。曾经的我，也梦想能考上大学，可条件不允许。只能务农了@DOU+小助手,"6,963",154,311,曼中田,3.5w,3.8w,男 28.89%,https://www.iesdouyin.com/share/video/6847686351324761347/?region=CN&mid=6847686391405546254&u_code=0&titleType=title,71.11% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
477,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,,#717奇妙好物在这里 9.9既然还有人说贵了。我也是醉了，这是要花农破产吗 @DOU+小助手，@抖音小助手,"6,297",139,552,曼中田,3.5w,3.8w,男 60.38%,https://www.iesdouyin.com/share/video/6850345093421960459/?region=CN&mid=6850345128201046798&u_code=0&titleType=title,39.62% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
478,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,,#花卉绿植 超10筷的，难道就没有你们喜欢的吗？唉我太难了。一盆硬是逼成4盆了。@抖音小助手 @DOU+小助手,"1,868",32,137,曼中田,3.5w,3.8w,男 40.00%,https://www.iesdouyin.com/share/video/6846190817221168387/?region=CN&mid=6846190855540181774&u_code=0&titleType=title,60.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
479,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,,#花卉绿植 绿萝大放送。新房室内除甲醛，净化空气。不能错过哦。@DOU+小助手 @抖音小助手 @抖音门店助手,529,10,26,曼中田,3.5w,3.8w,男 33.33%,https://www.iesdouyin.com/share/video/6843241881346788615/?region=CN&mid=6843241918894508814&u_code=0&titleType=title,66.67% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
480,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,,#上热门 周末放送一下心情。绿萝基地拍摄了一段。喜欢的给我点个赞哦。@DOU+小助手 @抖音小助手,176,1,8,曼中田,3.5w,3.8w,男 75.00%,https://www.iesdouyin.com/share/video/6848806244816260365/?region=CN&mid=6848806254442236679&u_code=0&titleType=title,25.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
481,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,,#花卉绿植 种绿萝很苦，但是有你做我坚强的后盾。再苦再累，我还是很开心。@DOU+小助手 @抖音小助手,89,0,9,曼中田,3.5w,3.8w,男 33.33%,https://www.iesdouyin.com/share/video/6848572757727350024/?region=CN&mid=6848572780418583310&u_code=0&titleType=title,66.67% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
482,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,,#花卉绿植 今天这句靓仔不叫。估计这单绿萝还卖不出去了。看来以后靓仔靓女要挂嘴边@DOU+小助手 @抖音小助手,492,3,14,曼中田,3.5w,3.8w,男 57.14%,https://www.iesdouyin.com/share/video/6847775282166811917/?region=CN&mid=6847775522676935438&u_code=0&titleType=title,42.86% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
483,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,,#花卉绿植 绿萝净化空气，吸收甲醛。室内摆多少，才能起到最好效果。今天告诉大家@抖音小助手 @DOU+小助手,58,4,6,曼中田,3.5w,3.8w,男 75.00%,https://www.iesdouyin.com/share/video/6845090365645638925/?region=CN&mid=6845090404329769736&u_code=0&titleType=title,25.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
484,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,,#花卉绿植 卖不出去。还要坚持。这就是生活。生命不止，卖货不止。@抖音小助手 @DOU+小助手 @抖音门店助手,74,2,16,曼中田,3.5w,3.8w,男 50.00%,https://www.iesdouyin.com/share/video/6847103203658583303/?region=CN&mid=6847103230091365127&u_code=0&titleType=title,50.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
485,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,,#花卉绿植 绿萝和白掌。哪个你更喜欢？如果都喜欢。。赶快来咱们直播间围观吧。@DOU+小助手 @抖音小助手,16,0,5,曼中田,3.5w,3.8w,男 0.00%,https://www.iesdouyin.com/share/video/6844015151931329806/?region=CN&mid=6844015159044770574&u_code=0&titleType=title,100.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16
486,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,,万能素颜王！不想化妆的时候戴上，涂个口红就能出门了！真的不要太万能了,1.4w,162,"1,411",芋泥啵啵,"1,761",1.7w,男 14.36%,https://www.iesdouyin.com/share/video/6851491311321746696/?region=CN&mid=6836279453946104590&u_code=13h2aegg7m0a&titleType=title,85.64% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
487,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,,这个眼镜谁带谁好看！！！#黑框大眼鏡,27,0,13,爱豆好物分享-指号,1.5w,25.4w,男 0.00%,https://www.iesdouyin.com/share/video/6842913198971112715/?region=CN&mid=6694575383821421323&u_code=0&titleType=title,100.00% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
488,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,,万能素颜王！不想化妆的时候戴上，涂个口红就能出门了！真的不要太万能了,12,0,0,盐盐（🔗在橱窗）,"6,144",59w,男 %,https://www.iesdouyin.com/share/video/6851945595528154368/?region=CN&mid=6851945583473625863&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
489,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,,美少女素颜必备神器呀 姐妹们冲鸭～关键还白菜价#好物推荐 #平价,6,0,7,美少女壮士～,"1,406",411,男 %,https://www.iesdouyin.com/share/video/6851909226290367757/?region=CN&mid=6848747083177315085&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
490,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,,这个不是以前最流行的黑框眼镜吗！真的太好看了～不挑脸型～不想化妆戴着就出门#眼镜 #素颜,1,0,2,星黛露甜心,"1,045","8,849",男 %,https://www.iesdouyin.com/share/video/6851870209893043467/?region=CN&mid=6834031867659766536&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
491,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,,#好物推荐 #种草 素颜黑框眼镜 要不要买你们自己决定吧#眼镜,2,1,1,一本正经的卖货,"1,435","3,128",男 %,https://www.iesdouyin.com/share/video/6851838946377321735/?region=CN&mid=6851838959245429517&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
492,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,,万能素颜王！不想化妆的时候戴上，涂个口红就能出门了！ #好物推荐,5,0,0,芳芳好物,1.5w,4.9w,男 %,https://www.iesdouyin.com/share/video/6851835277783108868/?region=CN&mid=6851835480783244039&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
493,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,,天哪这个素颜眼镜也太🉑了吧 显脸小第一名 不用化妆也能出门 姐妹们快get起来！#眼镜 #素颜,33,1,10,芝芝莓莓🍓,"2,016",11.5w,男 %,https://www.iesdouyin.com/share/video/6851831760053980431/?region=CN&mid=6814817345014369035&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
494,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,,万能素颜眼镜～女孩子不想化妆戴个黑框眼镜涂个口红就能出门，真的太显脸小了！#眼镜 #素颜,557,14,99,金煎妮,"1,416",2.1w,男 %,https://www.iesdouyin.com/share/video/6851826889858813195/?region=CN&mid=6821078827117644558&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
495,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,,#素颜 #眼镜 花5.9米买个随时出门不用化妆的神器 早上可以睡多半个小时不香吗 姐妹们 给我买她,1,0,5,奶油草莓 🍓,795,"8,202",男 %,https://www.iesdouyin.com/share/video/6851909375838260488/?region=CN&mid=6851909391442103048&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49
496,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,,最近特别流行一款的南瓜短袖➕送爆汗裤，你们有了吗，没有看这里呦#短袖#便宜便宜真便宜 #717奇妙好物在这里,2.2w,635,982,苏州厘昉服饰有限公司,9.8w,21.5w,男 6.90%,https://www.iesdouyin.com/share/video/6850310137538710784/?region=CN&mid=6850310128554625806&u_code=0&titleType=title,93.10% 女,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
497,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,,最近特别流行一款的南瓜短袖➕送爆汗裤，你们有了吗，没有看这里呦#短袖 #便宜便宜真便宜,1.2w,375,175,苏州厘昉服饰有限公司,9.8w,21.5w,男 2.78%,https://www.iesdouyin.com/share/video/6849468425568275727/?region=CN&mid=6849468340520487693&u_code=0&titleType=title,97.22% 女,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
498,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,,好卖又做了亲子套装，速干衣摸起来冰冰滑滑的那种，关键是价位便宜#亲子套装 #亲子 #包邮 #套装 #套装穿搭,1.1w,156,207,苏州厘昉服饰有限公司,9.8w,21.5w,男 12.96%,https://www.iesdouyin.com/share/video/6850334842094243087/?region=CN&mid=6850334855880772366&u_code=0&titleType=title,87.04% 女,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
499,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,最近特别流行一款的南瓜短袖➕送爆汗裤，你们有了吗，没有看这里呦#短袖 #便宜便宜真便宜,"3,099",55,118,苏州厘昉服饰有限公司,9.8w,21.5w,男 11.11%,https://www.iesdouyin.com/share/video/6849909670677630223/?region=CN&mid=6849909673932819207&u_code=cgi3kl82cam&titleType=title,88.89% 女,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
500,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,,,,,,,,,,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
501,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,,,,,,,,,,,,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
502,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,,,,,,,,,,,,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
503,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,,,,,,,,,,,,亲子款两件套上衣+裤子】小邹橘运动套装,¥19.90,0.00%,1.1万,1.1万,6.97%,136,136
504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,,#水果燕麦坚果 饱腹感满满的水果燕麦片，干吃泡着吃都可以，超级美味,"1,376",13,46,小二京严选（直播中）,2.1w,3.5w,男 7.41%,https://www.iesdouyin.com/share/video/6849970050204503303/?region=CN&mid=6849970399469079303&u_code=0&titleType=title,92.59% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
505,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,,#哆啦a梦 可爱石头的故事-上#动画片 #卡通 #童年回忆 #动漫二次元,"2,386",21,134,大雄放映室,46.5w,182.4w,男 84.85%,https://www.iesdouyin.com/share/video/6849158098058235144/?region=CN&mid=6849158273510279949&u_code=0&titleType=title,15.15% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
506,506.0,506.0,506.0,506.0,506.0,506.0,506.0,,,#水果燕麦片 在吗，家里有水果燕麦片吗，没有，还不来看看,666,5,13,小二京严选（直播中）,2.1w,3.5w,男 11.11%,https://www.iesdouyin.com/share/video/6851480719026310414/?region=CN&mid=6851480812030806791&u_code=b0gdd5ad260&titleType=title,88.89% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
507,507.0,507.0,507.0,507.0,507.0,507.0,507.0,,,#哆啦a梦 可爱石头的故事-中#动画片 #卡通 #童年回忆 #动漫二次元,1.3w,42,160,大雄放映室,46.5w,182.4w,男 69.05%,https://www.iesdouyin.com/share/video/6849157501133360391/?region=CN&mid=6849157651994069773&u_code=0&titleType=title,30.95% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
508,508.0,508.0,508.0,508.0,508.0,508.0,508.0,,,@柠檬绿茶🍵发了一个抖音短视频，你尽管点开，不好看算我输！,459,1,20,柠檬绿茶🍵,3.1w,14.8w,男 40.00%,https://www.iesdouyin.com/share/video/6849917778552556815/?region=CN&mid=6849917791789730568&u_code=1735e531m9mm&titleType=,60.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
509,509.0,509.0,509.0,509.0,509.0,509.0,509.0,,,#水果燕麦片 饱腹感满满的燕麦片,"2,835",18,49,小二京严选（直播中）,2.1w,3.5w,男 21.74%,https://www.iesdouyin.com/share/video/6850252722390715655/?region=CN&mid=6850252808587922190&u_code=0&titleType=title,78.26% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
510,510.0,510.0,510.0,510.0,510.0,510.0,510.0,,,大家早上都喜欢吃什么早点！我先来：麦片…#发现我的好运,420,0,13,可可酱,5.8w,65.5w,男 0.00%,https://www.iesdouyin.com/share/video/6849084265318141184/?region=CN&mid=6849081460733922061&u_code=4gg3mb56kjhl&titleType=title,100.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
511,511.0,511.0,511.0,511.0,511.0,511.0,511.0,,,不要眨眼😉哦，好吃的酸奶果粒麦片来了,311,0,2,凤雪美食,471.1w,"1,947.3w",男 0.00%,https://www.iesdouyin.com/share/video/6851457273248697600/?region=CN&mid=6686673108146850567&u_code=0&titleType=title,100.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
512,512.0,512.0,512.0,512.0,512.0,512.0,512.0,,,#感谢官方 #官方大大我要热门,388,2,5,柠檬绿茶🍵,3.1w,14.8w,男 0.00%,https://www.iesdouyin.com/share/video/6849158410211052815/?region=CN&mid=6849158433023838983&u_code=2cdeja885129&titleType=title,100.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
513,513.0,513.0,513.0,513.0,513.0,513.0,513.0,,,@凤雪美食发了一个抖音短视频，你尽管点开，不好看算我输！,673,0,11,凤雪美食,471.1w,"1,947.3w",男 42.86%,https://www.iesdouyin.com/share/video/6849581692038958336/?region=CN&mid=6848091380607224583&u_code=1i44911lad9m&titleType=,57.14% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546
514,514.0,514.0,514.0,514.0,514.0,514.0,514.0,,,夏天不穿裙子的男生，一定要有一条冰丝西装裤啊，太凉快百搭了#穿搭 #夏天 #男生,7.7w,680,645,林帆裤行 79 两 条,"7,186",17w,男 %,https://www.iesdouyin.com/share/video/6851810679960243464/?region=CN&mid=6851810681629559565&u_code=4a7f7138h8df&titleType=title,% 女,垂感冰丝休闲裤男士宽松夏季薄款九分西裤运动束脚韩版潮流长裤子,¥49.00,0.00%,"6,183","3,195",2.87%,1,1
515,515.0,515.0,515.0,515.0,515.0,515.0,515.0,,,现在的人都自己贴膜了，街边帮人贴膜的小贩都快失业了#闪魔钢化膜,"3,744",33,89,老邓讲手机,114.9w,908.1w,男 80.43%,https://www.iesdouyin.com/share/video/6849635802083872013/?region=CN&mid=6849635812863265550&u_code=0&titleType=title,19.57% 女,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,¥5.80,40.00%,31.1万,2万,6.90%,413,413
