,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,气质这一块，三妹没服过谁！我会告诉你，有了这个水杯，我的饮水量是平时的2倍？#超大水杯,1.3w,398,486,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 9.38%,https://www.iesdouyin.com/share/video/6851567104936774912/?region=CN&mid=6835216116088834055&u_code=2djli2cd0k9l&titleType=title,90.63% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,爬个山，旅个游带上她，难道不香吗？#超大水杯 @DOU+小助手,920,31,32,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 5.56%,https://www.iesdouyin.com/share/video/6851955904649121024/?region=CN&mid=6851955895828482830&u_code=0&titleType=title,94.44% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,这个水杯很哇塞！不服来辩#超大水杯 @DOU+小助手,418,10,22,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 12.50%,https://www.iesdouyin.com/share/video/6851944582175935759/?region=CN&mid=6851944594398448392&u_code=0&titleType=title,87.50% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,一个让人感动的杯子，不服来辩#超大水杯 @DOU+小助手,728,27,35,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 10.71%,https://www.iesdouyin.com/share/video/6851931175955500303/?region=CN&mid=6851931195509738254&u_code=0&titleType=title,89.29% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,这个水杯不火，天理不容#超大水杯 @DOU+小助手,422,23,18,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 28.57%,https://www.iesdouyin.com/share/video/6851925505881443599/?region=CN&mid=6851925519475264264&u_code=0&titleType=title,71.43% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,劳工什么的都无所谓，水杯没丢就行！#夫妻 @DOU+小助手,308,4,12,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 10.00%,https://www.iesdouyin.com/share/video/6851913142037908736/?region=CN&mid=6851913861567007496&u_code=0&titleType=title,90.00% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,这十六年来，苦过，累过，哭过，笑过，但我从未口渴过！#超大水杯 @DOU+小助手,252,7,16,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 38.46%,https://www.iesdouyin.com/share/video/6851902945848610063/?region=CN&mid=6851902963399215885&u_code=0&titleType=title,61.54% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,没错，我就是那个杯子，隔壁老王用了后饮水量是平时的3倍，连闺蜜静静都深层补水了呢！#超大水杯 @DOU+小助手,13.2w,"1,989","4,907",和谐三妹严选（大牌直播月）,19.6w,32.4w,男 10.43%,https://www.iesdouyin.com/share/video/6851874583318908171/?region=CN&mid=6851874623278107406&u_code=0&titleType=title,89.57% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,这个杯子，很哇塞！#超大水杯 @DOU+小助手,840,28,33,和谐三妹严选（大牌直播月）,19.6w,32.4w,男 6.25%,https://www.iesdouyin.com/share/video/6851934597094067456/?region=CN&mid=6851934597619059464&u_code=0&titleType=title,93.75% 女,三妹严选TCSJ0809大容量水杯1450ml,¥29.90,0.00%,5.9万,5万,3.61%,9,9
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,超顺滑的,170,2,5,奋斗的茜姐姐😊,6.2w,22.1w,男 25.00%,https://www.iesdouyin.com/share/video/6849880191188225287/?region=CN&mid=6849880206321568525&u_code=2kf5297ik08g&titleType=title,75.00% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,@不一样的旅途发了一个抖音短视频，你尽管点开，不好看算我输！,61,0,0,不一样的旅途,8.2w,34.7w,男 %,https://www.iesdouyin.com/share/video/6851466466659716359/?region=CN&mid=6851466494837345032&u_code=4g697i05c7lj&titleType=,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,代替护发素的哦！很好,58,0,1,不一样的旅途,8.2w,34.7w,男 0.00%,https://www.iesdouyin.com/share/video/6849039465009188103/?region=CN&mid=6849039163434584846&u_code=3e5362mik0e8&titleType=title,100.00% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,干枯 毛躁 用完很顺滑,22,0,0,茜姐姐🌼选好物👄,2w,8.5w,男 %,https://www.iesdouyin.com/share/video/6848644020843990276/?region=CN&mid=6848644004452879111&u_code=0&titleType=title,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,很好用的一款发膜，代替护发素哦,15,0,0,不一样的旅途,8.2w,34.7w,男 100.00%,https://www.iesdouyin.com/share/video/6849035259422543111/?region=CN&mid=6849035141147347725&u_code=44ifkmg7fhel&titleType=title,0.00% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,@茜姐姐🌼选好物👄发了一个抖音短视频，你尽管点开，不好看算我输！,51,2,0,茜姐姐🌼选好物👄,2w,8.5w,男 %,https://www.iesdouyin.com/share/video/6846317390054149387/?region=CN&mid=6846317486737033997&u_code=0&titleType=,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,头发干枯，毛躁，容易断的，都可以用，用完特别柔顺，还持久留香哦#申请上热门,81,0,0,茜姐姐🌼选好物👄,2w,8.5w,男 %,https://www.iesdouyin.com/share/video/6848042447180696836/?region=CN&mid=6848042509470354184&u_code=0&titleType=title,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,#@抖音小助手,29,0,0,茜姐姐🌼选好物👄,2w,8.5w,男 %,https://www.iesdouyin.com/share/video/6848289296839970052/?region=CN&mid=6848289532765375240&u_code=0&titleType=title,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,头发分叉，干枯毛躁都可以用的哦！#申请上热门 #护发,7,0,0,茜姐姐🌼选好物👄,2w,8.5w,男 %,https://www.iesdouyin.com/share/video/6848165962185788675/?region=CN&mid=6848165999158496008&u_code=0&titleType=title,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,嘎嘎柔顺，嘎嘎好,46,0,0,不一样的旅途,8.2w,34.7w,男 %,https://www.iesdouyin.com/share/video/6851625989328440590/?region=CN&mid=6851626076687436558&u_code=19fjb8jbkag7&titleType=title,% 女,滑溜溜发膜,¥19.90,0.00%,3.9万,3.8万,15.16%,20,20
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,给你们康康，我的仙女气质是怎么被带偏的 哈哈哈哈哈哈@DOU+小助手,2.5w,"1,645","2,095",小丸子呀,"5,161",3.7w,男 17.04%,https://www.iesdouyin.com/share/video/6851075755724573952/?region=CN&mid=6851075979561929483&u_code=294bfk40id4g&titleType=title,82.96% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,当沙雕鸭子遇到另外一只鸭子时、#沙雕复读鸭 另外那只鸭子的反应惊了。,"2,131",43,94,张小维,1.1w,15.3w,男 25.00%,https://www.iesdouyin.com/share/video/6851463894242692352/?region=CN&mid=6851463904812714759&u_code=2gj76me4agk5&titleType=title,75.00% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,给你门康康闺蜜给我寄的沙雕鸭鸭，都把我小仙女的气质给带偏了🤣#复读鸭#沙雕玩具@DOU+小助手,"1,689",125,169,小丸子呀,"5,161",3.7w,男 13.11%,https://www.iesdouyin.com/share/video/6850330096486583552/?region=CN&mid=6850330331405355779&u_code=0&titleType=title,86.89% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,现学现卖的rap高手哈哈哈，我服了…#复读鸭#717奇妙好物在这里#沙雕玩具@DOU+小助手,"1,266",68,224,爱吃可爱多的多多（16:00点开播）,"1,885",2.9w,男 9.43%,https://www.iesdouyin.com/share/video/6850377379433499915/?region=CN&mid=6850377751887612680&u_code=0&titleType=title,90.57% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,偷拍女朋友的沙雕行为：鸭和人总得疯一个哈哈哈#复读鸭#沙雕玩具#礼物@DOU+小助手,"1,418",81,157,小樱桃呀,"1,302","7,795",男 23.66%,https://www.iesdouyin.com/share/video/6850329118291021069/?region=CN&mid=6850329400005626627&u_code=0&titleType=title,76.34% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,给你们康康，我的仙女气质是怎么被带偏的 哈哈哈哈哈哈哈,"4,597",231,409,小丸子呀,"5,161",3.7w,男 11.11%,https://www.iesdouyin.com/share/video/6850643125933772047/?region=CN&mid=6850643609744771844&u_code=0&titleType=title,88.89% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,现学现卖的rap高手哈哈哈，我服了！,"5,259",278,478,爱吃可爱多的多多（16:00点开播）,"1,885",2.9w,男 36.25%,https://www.iesdouyin.com/share/video/6851383351002025228/?region=CN&mid=6851383667458050829&u_code=51mcj31935a&titleType=title,63.75% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,#沙雕复读鸭 当复读鸭看着（官方回答 ）不是所有的鸭纸都会RAP...#玩具@DOU+小助手,"1,349",183,56,张小维,1.1w,15.3w,男 33.33%,https://www.iesdouyin.com/share/video/6851490821141826816/?region=CN&mid=6851490843778435847&u_code=0&titleType=title,66.67% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,偷偷给异地恋的女朋友寄了只鸭鸭，没想到一下就把她的仙女气质给整没了,473,18,99,小樱桃呀,"1,302","7,795",男 45.45%,https://www.iesdouyin.com/share/video/6851389531971800328/?region=CN&mid=6851389736981170957&u_code=0&titleType=title,54.55% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,给你们看看沙雕闺蜜给我寄的沙雕鸭鸭，都把我小仙女的气质带偏了😂,"3,805",260,424,小丸子呀,"5,161",3.7w,男 20.35%,https://www.iesdouyin.com/share/video/6851379527294127360/?region=CN&mid=6851379929792121604&u_code=jlj34gd50c7&titleType=title,79.65% 女,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,¥59.00,1.00%,2.1万,2万,1.93%,72,72
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,@區发了一个抖音短视频，你尽管点开，不好看算我输！,1,0,0,區,"1,305",384,男 %,https://www.iesdouyin.com/share/video/6849165513109671171/?region=CN&mid=6849165569049053959&u_code=0&titleType=,% 女,正宗湖南炎陵黄桃锦绣黄桃5斤礼盒装包邮,¥66.00,1.00%,1.6万,1.3万,1.69%,2,2
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,这次衣哥助力炎陵黄桃所产生的收益全部捐给希望小学！尽绵薄之力 #衣哥,7.5w,400,"5,317",衣哥,"1,020.4w","8,194.2w",男 75.99%,https://www.iesdouyin.com/share/video/6851908065814531341/?region=CN&mid=6851908209314499335&u_code=10hglhd7dmdd&titleType=title,24.01% 女,正宗湖南炎陵黄桃锦绣黄桃5斤礼盒装包邮,¥66.00,1.00%,1.6万,1.3万,1.69%,2,2
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,脖子僵硬，头昏脑胀快给你的颈椎放个假吧！#颈椎 #锻炼 #健康,1.9w,"3,329",237,七月阳光,9.2w,14.8w,男 30.70%,https://www.iesdouyin.com/share/video/6851436874267970816/?region=CN&mid=6832132175781971981&u_code=2m86fka0i3bl&titleType=title,69.30% 女,凡措夹脖子手动按摩夹颈椎按摩器,¥22.80,40.00%,"9,382","9,244",9.65%,2,2
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,晚上睡觉前做这个动作，疏通肝脏和胆经，有助于睡眠#疏通肝经#疏通胆经#改善睡眠#健康 dou起来,43,11,28,叶哥健身堂,"8,305",1.3w,男 18.75%,https://www.iesdouyin.com/share/video/6846874243838332160/?region=CN&mid=6822186155556309773&u_code=0&titleType=title,81.25% 女,凡措夹脖子手动按摩夹颈椎按摩器,¥22.80,40.00%,"9,382","9,244",9.65%,2,2
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,#好物推荐 #发绳 #抖音秒杀狂欢节 #wo的高能瞬间 #女神发带 #发绳饰品 现在的运营都是这么套路老板娘的,3.1w,245,868,义乌魅影贸易有限公司,9.7w,10.9w,男 10.34%,https://www.iesdouyin.com/share/video/6846938188091510024/?region=CN&mid=6846938198560803597&u_code=0&titleType=title,89.66% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,#好物推荐 #发绳 #小饰品 #相思 #摆摊创业 红豆发绳50根9.9米包到家了，@抖音小助手,44,0,3,义乌魅影贸易有限公司,9.7w,10.9w,男 0.00%,https://www.iesdouyin.com/share/video/6851002288383839496/?region=CN&mid=6647673641704098564&u_code=dd7adm9k0j2&titleType=title,100.00% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,#发饰 #发夹 #头饰 #儿童发饰 #发箍 #首饰控 #盘发 #饰品搭配 #头绳 #高端饰品 #汉服发饰,338,4,17,义乌魅影贸易有限公司,9.7w,10.9w,男 0.00%,https://www.iesdouyin.com/share/video/6847050444355783943/?region=CN&mid=6847050457697897230&u_code=0&titleType=title,100.00% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,#发绳 #发夹 #发圈 #717抖音奇妙好物市集 #抖音秒杀狂欢节 #带货达人 你们要的组合来了,61,1,5,义乌魅影贸易有限公司,9.7w,10.9w,男 20.00%,https://www.iesdouyin.com/share/video/6849202239228087565/?region=CN&mid=6582814577036282638&u_code=2egb1el124mi&titleType=title,80.00% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,#好物推荐 #发绳 #发饰 #摆摊创业 #发夹 这个小红豆发绳🔥了,18,0,0,义乌魅影贸易有限公司,9.7w,10.9w,男 %,https://www.iesdouyin.com/share/video/6851039445215464718/?region=CN&mid=6556531934758243080&u_code=3la45c3f46i0&titleType=title,% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,#发绳 #发饰 我就没见过你这么嘚瑟的，这下好了吧亏的👖都没得穿了，哭都来不及@抖音小助手 #热门,28,0,0,义乌魅影贸易有限公司,9.7w,10.9w,男 %,https://www.iesdouyin.com/share/video/6851314730540289295/?region=CN&mid=6477398356422789901&u_code=e9jh6bhhmf6&titleType=title,% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,#儿童发绳 #717抖音奇妙好物在这里 #儿童头饰 这么多款式颜色。9.9米40根@抖音小助手,10,1,0,义乌魅影贸易有限公司,9.7w,10.9w,男 %,https://www.iesdouyin.com/share/video/6849518557122825480/?region=CN&mid=6849518552655923982&u_code=1e86db7ca084&titleType=title,% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,#盘发发饰 #潮流饰品 #发绳 #配饰 #发绳饰品 这个发绳你购了吗……@抖音小助手,32,0,5,义乌市楚倩饰品,4.1w,1.5w,男 0.00%,https://www.iesdouyin.com/share/video/6846699675492437262/?region=CN&mid=6846699682853309192&u_code=0&titleType=title,100.00% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,#发绳 #发夹 #抖音秒杀狂欢节 #生活是自己的 80根只要9.9米包邮到家，每人限购一份哦,72,2,0,义乌市楚倩饰品,4.1w,1.5w,男 75.00%,https://www.iesdouyin.com/share/video/6848888760965369102/?region=CN&mid=6848889066512009997&u_code=0&titleType=title,25.00% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,#好物推荐 #发绳 #抖音秒杀狂欢节 #女神发带 不卖爆不下播@义乌魅影贸易有限公司 @企业号小助手,20,0,0,义乌市楚倩饰品,4.1w,1.5w,男 %,https://www.iesdouyin.com/share/video/6846330600614317319/?region=CN&mid=6647673641704098564&u_code=0&titleType=title,% 女,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,¥9.90,0.00%,2.9万,2.9万,12.04%,27,27
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,弹性大，质量好，关键是性价比高，消耗品囤着#好物推荐,633,12,37,严燕婷,115.8w,822.2w,男 3.70%,https://www.iesdouyin.com/share/video/6851517545342602510/?region=CN&mid=6548752365426739972&u_code=0&titleType=title,96.30% 女,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,¥9.80,25.00%,13.4万,"9,237",26.71%,5,5
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,闺女跳舞最费的就是舞蹈袜，之前买十几一条的，今天竟然9.8三条，不抽丝不嘞腿弹力大，有闺女的赶紧上🚗吧！,16,0,7,李大玉吖,3.7w,30.1w,男 0.00%,https://www.iesdouyin.com/share/video/6849124253720268047/?region=CN&mid=6847477668524002055&u_code=3jh2f0mfldke&titleType=title,100.00% 女,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,¥9.80,25.00%,13.4万,"9,237",26.71%,5,5
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,质量不错，9.8三条女童打底裤,13,0,0,我是小微✌,"1,987",1.6w,男 %,https://www.iesdouyin.com/share/video/6851424800980749568/?region=CN&mid=6847054440503970574&u_code=0&titleType=title,% 女,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,¥9.80,25.00%,13.4万,"9,237",26.71%,5,5
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,家里有小女孩的都能用上#好物推荐,283,8,14,严燕婷,115.8w,822.2w,男 9.09%,https://www.iesdouyin.com/share/video/6851595681497419021/?region=CN&mid=6591089145089624846&u_code=0&titleType=title,90.91% 女,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,¥9.80,25.00%,13.4万,"9,237",26.71%,5,5
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,买了买了终于收到了！4.9的舞蹈袜也太好了叭！弹力大不嘞腿不起球不勾丝不缩水！百搭又好看～赶紧再备几条换着穿,17,0,2,妖精✦七七,10.4w,73.6w,男 0.00%,,100.00% 女,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,¥9.80,25.00%,13.4万,"9,237",26.71%,5,5
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,确定没有听错，买上衣送裤子，拍一发二好划算！#717奇妙好物在这里 @DOU+小助手,2.1w,767,598,思韩欧韩服装,28.2w,47.9w,男 6.73%,https://www.iesdouyin.com/share/video/6849978191155563779/?region=CN&mid=6849978227637685000&u_code=0&titleType=title,93.27% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,新款字母印花T恤，买上衣送裤子，拍一发二太划算了#717奇妙好物在这里 @DOU+小助手,"3,922",178,109,思韩欧韩服装,28.2w,47.9w,男 10.53%,https://www.iesdouyin.com/share/video/6849978941957049603/?region=CN&mid=6849979000111336199&u_code=0&titleType=title,89.47% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,买上衣送裤子，心动了吗？,"4,085",140,276,常熟思韩服饰,15.6w,35.3w,男 14.29%,https://www.iesdouyin.com/share/video/6846970790991236352/?region=CN&mid=6823745381680023565&u_code=0&titleType=title,85.71% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,这么好看的衣服赶紧给你的闺蜜来一件吧，拍一发二好便宜呢@DOU+小助手,"2,477",93,105,思韩欧韩服装,28.2w,47.9w,男 6.25%,https://www.iesdouyin.com/share/video/6851573146600901900/?region=CN&mid=6851573196446059277&u_code=1g183mc5b35g&titleType=title,93.75% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,新款印花休闲T恤螺纹拼接瑜伽裤，买上衣就送裤子，太划算了！,"2,486",67,99,思韩欧韩服装,28.2w,47.9w,男 0.00%,https://www.iesdouyin.com/share/video/6847015556747414788/?region=CN&mid=6847015595314776846&u_code=0&titleType=title,100.00% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,这件涂鸦印花T恤也太洋气了吧，一套价格让我意想不到！#717奇妙好物在这里 @DOU+小助手,217,10,8,思韩欧韩服装,28.2w,47.9w,男 16.67%,https://www.iesdouyin.com/share/video/6850409548696554763/?region=CN&mid=6850409581173672717&u_code=3jh2f148g460&titleType=title,83.33% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,新款印花T恤太显瘦了，洋气百搭@DOU+小助手,96,5,2,常熟思韩服饰,15.6w,35.3w,男 0.00%,https://www.iesdouyin.com/share/video/6851239196217068815/?region=CN&mid=6607043529371814660&u_code=1hh9h7bif6mg&titleType=title,100.00% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,太喜欢这套衣服了，买上衣还送裤子呢@DOU+小助手,89,1,2,思韩欧韩服装,28.2w,47.9w,男 0.00%,https://www.iesdouyin.com/share/video/6851573459458198796/?region=CN&mid=6851573487129479943&u_code=27l4h81kfd5f&titleType=title,100.00% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,太喜欢小姐姐身上这套衣服了，洋气百搭又显瘦，拍一发二好划算#717奇妙好物在这里 @DOU+小助手,58,3,1,常熟思韩服饰,15.6w,35.3w,男 0.00%,https://www.iesdouyin.com/share/video/6850746965513342223/?region=CN&mid=6771231042800977933&u_code=39cg3l6jb1hf&titleType=title,100.00% 女,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,¥59.00,0.00%,2.2万,2.1万,4.31%,157,157
