,Unnamed: 0,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time,美妆类,服装类,电器数码类,文具玩具图书类,食品类,鞋靴箱包饰品类,其他,医药保健类,家装日用类,filename
721,721,Martin Garrix _ Troye Sivan - There For You,107.666015625,Pop,英语,2017-05-26,negative,sad,0,0,0,"[11, {'language': 1, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[10, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",Martin Garrix _ Troye Sivan - There For You
722,722,Matte _ Ember Island - Umbrella (Matte Remix),103.359375,country,,,,sad,0,0,0,"[27, {'language': 2, 'emotion': 4, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 5, 'attitude': 5}]","[24, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[24, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[24, {'language': 2, 'emotion': 3, 'bpm': 2, 'public_time': 5, 'genre': 5, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 5, 'attitude': 5}]",Matte _ Ember Island - Umbrella (Matte Remix)
723,723,MayPiano - Illusionary Daytime (钢琴版),95.703125,jazz,纯音乐,2019-06-19,negative,sad,0,0,0,"[19, {'language': 4, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[15, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 3, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]",MayPiano - Illusionary Daytime (钢琴版)
724,724,MC七星 - 佛说,89.10290948275862,Pop,国语,2017-10-18,negative,sad,0,0,0,"[13, {'language': 3, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[10, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[10, {'language': 1, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[13, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",MC七星 - 佛说
725,725,MC몽 - 죽을 만큼 아파서,123.046875,Pop,韩语,2010-06-24,negative,sad,0,0,0,"[15, {'language': 5, 'emotion': 4, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[13, {'language': 5, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[14, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[14, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[14, {'language': 5, 'emotion': 3, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[14, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[15, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 2, 'attitude': 2}]","[16, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 3, 'genre': 2, 'attitude': 2}]","[15, {'language': 6, 'emotion': 2, 'bpm': 2, 'public_time': 2, 'genre': 1, 'attitude': 2}]",MC몽 - 죽을 만큼 아파서
726,726,Mister-Mardan - Jocelyn Flores,135.99917763157896,Rap/HipHop,英语,2018-08-23,negative,sad,0,0,0,"[17, {'language': 1, 'emotion': 4, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[19, {'language': 4, 'emotion': 3, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]",Mister-Mardan - Jocelyn Flores
727,727,Nana - Lonely,95.703125,Pop,英语,1997-07-21,negative,sad,0,0,0,"[13, {'language': 1, 'emotion': 4, 'bpm': 2, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[15, {'language': 4, 'emotion': 3, 'bpm': 2, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 3, 'genre': 1, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 3, 'genre': 2, 'attitude': 2}]","[15, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 2, 'genre': 2, 'attitude': 2}]","[12, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 3, 'genre': 1, 'attitude': 2}]",Nana - Lonely
728,728,NINEONE # - i don't wanna see u anymore 2019,99.38401442307692,country,,,,sad,0,0,0,"[27, {'language': 2, 'emotion': 4, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 5, 'attitude': 5}]","[24, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[24, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[24, {'language': 2, 'emotion': 3, 'bpm': 2, 'public_time': 5, 'genre': 5, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 5, 'attitude': 5}]",NINEONE # - i don't wanna see u anymore 2019
729,729,Nohidea - Butterflies,89.10290948275862,Rap/HipHop,纯音乐,2017-05-21,negative,sad,0,0,0,"[19, {'language': 4, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[15, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 3, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]",Nohidea - Butterflies
730,730,Olly Murs - That Girl,89.10290948275862,Pop,英语,2016-11-11,negative,sad,0,0,0,"[11, {'language': 1, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[10, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",Olly Murs - That Girl
731,731,Owl City - The Saltwater Room,112.34714673913044,Pop,英语,2009-01-01,negative,sad,0,0,0,"[11, {'language': 1, 'emotion': 4, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 3, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 2, 'genre': 2, 'attitude': 2}]","[15, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 3, 'genre': 2, 'attitude': 2}]","[12, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 2, 'genre': 1, 'attitude': 2}]",Owl City - The Saltwater Room
732,732,Pape-r - 你走以后1.0,112.34714673913044,rock,,,,sad,0,0,0,"[25, {'language': 2, 'emotion': 4, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[20, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[24, {'language': 2, 'emotion': 3, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[24, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[23, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]",Pape-r - 你走以后1.0
733,733,Peter Roe - Last Reunion,69.83741554054055,Pop,纯音乐,2014-12-16,negative,sad,0,0,0,"[14, {'language': 4, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[10, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 3, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[13, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[12, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[11, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",Peter Roe - Last Reunion
734,734,Post Malone - Circles,117.45383522727272,Rap/HipHop,英语,2019-08-30,negative,sad,0,0,0,"[15, {'language': 1, 'emotion': 4, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 4, 'emotion': 3, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[16, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]",Post Malone - Circles
735,735,RADWIMPS (ラッドウィンプス) - カイコ (蚕),135.99917763157896,Pop,日语,2014-03-11,negative,sad,0,0,0,"[17, {'language': 6, 'emotion': 4, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[15, {'language': 6, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 5, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[15, {'language': 6, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[16, {'language': 6, 'emotion': 3, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 5, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[14, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[14, {'language': 5, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 1, 'attitude': 2}]",RADWIMPS (ラッドウィンプス) - カイコ (蚕)
736,736,RADWIMPS - なんでもないや,83.35433467741936,Soundtrack,日语,2016-08-24,negative,sad,0,0,0,"[19, {'language': 6, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 4, 'attitude': 2}]","[20, {'language': 6, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 7, 'attitude': 2}]","[18, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 6, 'attitude': 2}]","[18, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 6, 'attitude': 2}]","[18, {'language': 6, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 4, 'attitude': 2}]","[19, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 7, 'attitude': 2}]","[18, {'language': 5, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[19, {'language': 6, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[17, {'language': 5, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 6, 'attitude': 2}]",RADWIMPS - なんでもないや
737,737,RADWIMPS - スパークル,123.046875,Soundtrack,日语,2016-08-24,negative,sad,0,0,0,"[18, {'language': 6, 'emotion': 4, 'bpm': 1, 'public_time': 1, 'genre': 4, 'attitude': 2}]","[19, {'language': 6, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 7, 'attitude': 2}]","[17, {'language': 5, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 6, 'attitude': 2}]","[19, {'language': 6, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 6, 'attitude': 2}]","[17, {'language': 6, 'emotion': 3, 'bpm': 1, 'public_time': 1, 'genre': 4, 'attitude': 2}]","[18, {'language': 5, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 7, 'attitude': 2}]","[16, {'language': 5, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 6, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 5, 'attitude': 2}]","[18, {'language': 5, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 6, 'attitude': 2}]",RADWIMPS - スパークル
738,738,RAiNBOW计划 _ 雷雨心 - 记念,112.34714673913044,Pop,国语,2014-08-28,negative,sad,0,0,0,"[12, {'language': 3, 'emotion': 4, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 3, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[12, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]",RAiNBOW计划 _ 雷雨心 - 记念
739,739,Rihanna - Diamonds,92.28515625,Pop,英语,2012-11-19,negative,sad,0,0,0,"[11, {'language': 1, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 4, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[13, {'language': 4, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[10, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",Rihanna - Diamonds
740,740,Russ - Psycho (Pt. 2) (Explicit),83.35433467741936,hiphop,,,,sad,0,0,0,"[23, {'language': 2, 'emotion': 4, 'bpm': 2, 'public_time': 5, 'genre': 3, 'attitude': 5}]","[20, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 2, 'attitude': 5}]","[19, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 2, 'attitude': 5}]","[20, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 3, 'attitude': 5}]","[22, {'language': 2, 'emotion': 3, 'bpm': 2, 'public_time': 5, 'genre': 3, 'attitude': 5}]","[21, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 3, 'attitude': 5}]","[20, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 1, 'attitude': 5}]","[21, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 3, 'attitude': 5}]","[20, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 3, 'attitude': 5}]",Russ - Psycho (Pt. 2) (Explicit)
741,741,S.H.E - 你曾是少年,78.30255681818181,Pop,国语,2015-05-20,negative,sad,0,0,0,"[13, {'language': 3, 'emotion': 4, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[10, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[10, {'language': 1, 'emotion': 3, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[9, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[11, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[13, {'language': 3, 'emotion': 2, 'bpm': 3, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[8, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]",S.H.E - 你曾是少年
742,742,Selena Gomez _ Marshmello - Wolves,123.046875,rock,,,,sad,0,0,0,"[25, {'language': 2, 'emotion': 4, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[20, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[22, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[24, {'language': 2, 'emotion': 3, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[24, {'language': 2, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[23, {'language': 1, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]",Selena Gomez _ Marshmello - Wolves
743,743,SeVen.13 - Limitless（无限）,129.19921875,hiphop,纯音乐,2020-02-18,negative,sad,0,0,0,"[15, {'language': 4, 'emotion': 4, 'bpm': 1, 'public_time': 1, 'genre': 3, 'attitude': 2}]","[11, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[11, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 2, 'attitude': 2}]","[13, {'language': 3, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 3, 'attitude': 2}]","[13, {'language': 3, 'emotion': 3, 'bpm': 1, 'public_time': 1, 'genre': 3, 'attitude': 2}]","[12, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 3, 'attitude': 2}]","[10, {'language': 3, 'emotion': 2, 'bpm': 1, 'public_time': 1, 'genre': 1, 'attitude': 2}]","[12, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 3, 'attitude': 2}]","[14, {'language': 4, 'emotion': 2, 'bpm': 2, 'public_time': 1, 'genre': 3, 'attitude': 2}]",SeVen.13 - Limitless（无限）
744,744,SILENT SIREN (サイレント・サイレン) - secret base ~君がくれたもの~ (secret base ~你给我的所有~),135.99917763157896,rock,,,,sad,0,0,0,"[27, {'language': 2, 'emotion': 4, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[22, {'language': 1, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[23, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 4, 'attitude': 5}]","[26, {'language': 2, 'emotion': 3, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[25, {'language': 2, 'emotion': 2, 'bpm': 2, 'public_time': 5, 'genre': 7, 'attitude': 5}]","[22, {'language': 1, 'emotion': 2, 'bpm': 1, 'public_time': 5, 'genre': 6, 'attitude': 5}]","[26, {'language': 2, 'emotion': 2, 'bpm': 3, 'public_time': 5, 'genre': 7, 'attitude': 5}]",SILENT SIREN (サイレント・サイレン) - secret base ~君がくれたもの~ (secret base ~你给我的所有~)
