,Unnamed: 0,video_like,video_forward,video_comment,goods_name,goods_whole_sale,bgm,language,genre,public_time,emotion,filename
0,0,1.3w,398,486,三妹严选TCSJ0809大容量水杯1450ml,5.9万,漂洋过海来看你 (DJ訫明) - DJ,国语,,2017-01-04,happy,漂洋过海来看你 (DJ版)
1,1,920,31,32,三妹严选TCSJ0809大容量水杯1450ml,5.9万,星月糖 (片段) - 黎林添娇,国语,Pop,2020-05-16,peaceful,星月糖 (cover_ 黎林添娇)
2,2,418,10,22,三妹严选TCSJ0809大容量水杯1450ml,5.9万,New Project Vol.3 - DJ,纯音乐,Dance,2019-09-13,happy,New Project Vol.3
3,3,728,27,35,三妹严选TCSJ0809大容量水杯1450ml,5.9万,卜卦 (咚鼓版) - 小猫多鱼,纯音乐,Pop,2020-05-18,happy,啤啤旋律 (片段)
4,4,308,4,12,三妹严选TCSJ0809大容量水杯1450ml,5.9万,牛在飞 - 张冬玲,国语,Pop,2018-01-16,happy,牛在飞
5,5,252,7,16,三妹严选TCSJ0809大容量水杯1450ml,5.9万,你的答案 - 阿冗,国语,Pop,2019-11-01,sad,你的答案
6,6,13.2w,"1,989","4,907",三妹严选TCSJ0809大容量水杯1450ml,5.9万,Back In Black - AC/DC,英语,Rock,1980-07-25,mad,Back In Black
7,7,840,28,33,三妹严选TCSJ0809大容量水杯1450ml,5.9万,口水说唱上头旋律 (Remix) - 寐加岛,国语,Pop,2020-06-20,happy,口水说唱上头旋律 (Remix)
8,8,170,2,5,滑溜溜发膜,3.9万,雨中的恋人们 (Live片段) - XIN,,,,happy,We Will Rock You (Live)
9,9,15,0,0,滑溜溜发膜,3.9万,蓝色海黑色河 (DJ版) - 69,国语,,2020-05-23,happy,蓝色海 黑色河 (DJ版)
10,10,29,0,0,滑溜溜发膜,3.9万,挥着翅膀的女孩 - 王喆,国语,Pop,2003-12-01,happy,容祖儿 - 挥着翅膀的女孩
11,11,7,0,0,滑溜溜发膜,3.9万,失恋阵线联盟 - 草蜢,国语,Pop,1990-10-18,happy,失恋阵线联盟
12,12,46,0,0,滑溜溜发膜,3.9万,妈妈我想你 - 汤潮,国语,Soundtrack,2019-12-06,happy,妈妈我想你
13,13,2.5w,"1,645","2,095",沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,2.1万,惊雷 (改编版片段) - 网络歌手,,,,happy,孤芳自赏 (改编版)
14,14,"2,131",43,94,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,2.1万,糸くり - rikki,日语,,2002-08-21,happy,Into the Pavement (Frederik Olufsen Remix)
15,15,"1,266",68,224,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,2.1万,官方回答 - O.WEN,,,,sad,官方回答 (抖音完整原版)
16,16,"5,259",278,478,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,2.1万,官方回答 - O.WEN,,,,sad,官方回答 (抖音完整原版)
17,17,"1,349",183,56,沙雕复读鸭电动毛绒玩具充电唱歌点头录音学说话吉雅图复读,2.1万,官方回答 - O.WEN,,,,sad,官方回答 (抖音完整原版)
18,18,7.5w,400,"5,317",正宗湖南炎陵黄桃锦绣黄桃5斤礼盒装包邮,1.6万,辐射 - 邵彦棚,纯音乐,,2008-11-16,mad,2NE1 - 난 바빠
19,19,1.9w,"3,329",237,凡措夹脖子手动按摩夹颈椎按摩器,"9,382",Into the Pavement (Frederik Olufsen Remix) - Turboweekend,,,,happy,Into the Pavement (Frederik Olufsen Remix)
20,20,44,0,3,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,2.9万,相思 - 紫凌孤君,英语,Alternative,2013-11-11,sad,相思
21,21,61,1,5,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,2.9万,我已经爱上你 (正式版) - 刘旭阳,国语,Pop,2018-07-26,happy,我已经爱上你 (正式版)
22,22,20,0,0,【50根】黑色打结发绳发圈红豆小樱桃头绳橡皮筋高弹力三股发饰,2.9万,相思 - 紫凌孤君,国语,,2014-01-01,sad,相思
23,23,13,0,0,儿童连裤袜春秋女童打底裤薄款丝袜子白色夏季练功跳舞专用舞蹈袜,13.4万,你是我拒绝别人的理由 - 赵霏儿,国语,Pop,2019-01-30,happy,你是我拒绝别人的理由 (DJ Candy Extended)
24,24,"4,085",140,276,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,2.2万,我爱你不问归期 (片段) - 白小白,国语,Pop,2020-04-17,happy,我爱你不问归期
25,25,96,5,2,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,2.2万,流年兮 - 夏喘喘,其他,,2018-05-19,sad,流年兮
26,26,58,3,1,（韩欧飞）夏季新款彩色字母T 拍一发二(上衣+打底裤）,2.2万,我爱的人 - 小曼,国语,Pop,2019-12-13,peaceful,我爱的人
27,27,7.3w,"1,615","7,875",U.YI蘑菇气垫滋养霜,2.8万,Klamydia Umpitunnelissa - Klamydia,芬兰语,Punk,2007-08-03,mad,Klamydia Umpitunnelissa (Explicit)
28,28,2,0,0,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
29,29,4,0,0,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
30,30,9,1,0,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
31,31,29,4,1,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
32,32,202,7,8,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
33,33,3,2,0,夏季雪纺衫防晒披肩（48 之内发出）,"8,691",真的不容易 - 庄心妍,国语,Pop,2012-12-11,happy,真的不容易
34,34,269,1,11,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",小黄鸭 (DJ版) - 山河、唐总,纯音乐,Dance,2018-10-23,mad,小黄鸭 (DJ版)
35,35,54,0,1,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",军训歌 - 萌萌哒天团,国语,Pop,2015-08-26,happy,军训歌
36,36,23,0,1,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",布谷鸟 - 安子与九妹,,,,happy,布谷鸟 (cover：安子与九妹)
37,37,32,0,1,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",最火小黄鸭 - 沈梦逸,其他,Pop,2018-10-19,mad,最火小黄鸭
38,38,16,0,1,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",Romeo's Tune - Pajaro Sunrise,英语,Folk,2006-01-01,mad,Pajaro Sunrise - Romeo's Tune
39,39,42,1,1,卡通摩托车按压式网红小黄鸭回力小车鸭子小黄车玩具,"8,370",布谷鸟 - 安子与九妹,,,,happy,布谷鸟 (cover：安子与九妹)
40,40,18.2w,636,"2,581",儿童马克笔套装 48色双头油性绘画笔,2.8万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
41,41,2.6w,197,195,儿童马克笔套装 48色双头油性绘画笔,2.8万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
42,42,1.2w,60,122,儿童马克笔套装 48色双头油性绘画笔,2.8万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
43,43,1.1w,31,120,儿童马克笔套装 48色双头油性绘画笔,2.8万,布谷鸟 - 未知,国语,Pop,2017-09-11,happy,布谷鸟 (cover：安子与九妹)
44,44,"5,939",21,65,儿童马克笔套装 48色双头油性绘画笔,2.8万,布谷鸟 - 拂桑,国语,Pop,2017-09-11,happy,布谷鸟 (cover：安子与九妹)
45,45,"5,180",40,52,儿童马克笔套装 48色双头油性绘画笔,2.8万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
46,46,"6,487",30,96,儿童马克笔套装 48色双头油性绘画笔,2.8万,布谷鸟 - 未知,国语,Pop,2017-09-11,happy,布谷鸟 (cover：安子与九妹)
47,47,486,1,3,儿童马克笔套装 48色双头油性绘画笔,2.8万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
48,48,230,0,12,儿童马克笔套装 48色双头油性绘画笔,2.8万,旧梦一场 - 小,,,,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
49,49,10.7w,"5,487","5,428",萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,爱江山更爱美人 (Live) - 小阿枫,,,,sad,爱江山更爱美人 (Live)
50,50,662,34,111,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,爱江山更爱美人 (Live) - 小阿枫,,,,sad,爱江山更爱美人 (Live)
51,51,102,10,5,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,爱江山更爱美人 (Live) - 小阿枫,国语,Pop,2019-08-26,sad,爱江山更爱美人 (Live)
52,52,37,2,1,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,赤伶 - 等什么君,国语,Other,2019-07-17,mad,别再问我什么是迪斯科（翻自 新裤子）
53,53,28,4,4,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,爱江山更爱美人 (Live) - 小阿枫,国语,Pop,2019-08-26,sad,爱江山更爱美人 (Live)
54,54,14,0,0,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,莫问归期 - 蒋雪儿,国语,,2019-08-22,peaceful,莫问归期
55,55,793,2,25,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,赤伶 - 等什么君,国语,Other,2019-07-17,mad,别再问我什么是迪斯科（翻自 新裤子）
56,56,7,0,1,萌小象-芭拉豆丁旗袍包包连衣裙,2.2万,赤伶 - 等什么君,国语,Other,2019-07-17,mad,别再问我什么是迪斯科（翻自 新裤子）
57,57,10,0,2,[坏果包赔]-香甜可口攀枝花凯特大脸芒-9斤/5斤果重350-800克,1.4万,赤伶 - 等什么君,国语,Other,2019-07-17,mad,别再问我什么是迪斯科（翻自 新裤子）
58,58,75,2,12,[坏果包赔]-香甜可口攀枝花凯特大脸芒-9斤/5斤果重350-800克,1.4万,Indian Summer (OriginalMix) - Candido,英语,Jazz,2014-09-30,happy,Feels Right (Original Mix)
59,59,"6,297",139,552,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,1.8万,3Film Festival ~Consultation~ - 緑川光,其他,Soundtrack,2011-07-29,happy,3Film Festival ～Consultation～ (口白)
60,60,176,1,8,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,1.8万,布谷鸟 - 安子与九妹,,,,happy,布谷鸟 (cover：安子与九妹)
61,61,89,0,9,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,1.8万,布谷鸟 - 安子与九妹,,,,happy,布谷鸟 (cover：安子与九妹)
62,62,492,3,14,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,1.8万,布谷鸟 - 安子与九妹,,,,happy,布谷鸟 (cover：安子与九妹)
63,63,16,0,5,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,1.8万,旧梦一场 (DJ新南版) - 阿悠悠,国语,,2020-03-25,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
64,64,26,1,3,,"8,273",广寒宫 - 红格格,国语,Pop,2019-04-30,happy,丸子呦 - 广寒宫
65,65,41,1,11,,"8,273",我们一起学土拨鼠叫 (Remix) - 余小磊,其他,Dance,2018-08-07,happy,我们一起学土拨鼠叫 (Remix)
66,66,19,2,2,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,"6,749",你莫走 (DJ版) - 山水组合,,,,happy,你莫走 (DJ版)
67,67,21,2,0,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,"6,749",你莫走 (DJ版) - 山水组合,,,,happy,你莫走 (DJ版)
68,68,7,0,0,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,"6,749",爱 存在 (DJ版) - 未知,,,,happy,爱 存在 (DJ版)
69,69,5,0,0,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,"6,749",你莫走 (DJ版) - 山水组合,国语,Pop,2020-04-29,happy,你莫走 (DJ版)
70,70,"1,752",14,43,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,5.3万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
71,71,231,3,11,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,5.3万,遥远的你 - 花僮,国语,Pop,2018-12-06,happy,遥远的你 (正式版)
72,72,852,2,19,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,5.3万,鬼火の童・鬼切、虎徹にございます! - 増田俊郎,纯音乐,Soundtrack,2013-02-20,mad,鬼火の童・鬼切、虎徹にございます! (我们是鬼火童子鬼切、虎彻！)
73,73,234,5,7,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,5.3万,心跳 - 王力宏,国语,Pop,2008-12-26,mad,王力宏 - 心跳
74,74,1.7w,330,322,手提购物袋新款,4.9万,毗卢遮那佛咒 - 般禅梵唱妙音组,泰语,,2005-10-01,mad,毗卢遮那佛咒
75,75,1.1w,293,544,手提购物袋新款,4.9万,我和你 - 皮卡丘多多,国语,Pop,2020-05-01,happy,我和你
76,76,744,27,34,手提购物袋新款,4.9万,没有你的旅程 - 小阿七,国语,Pop,2020-06-23,sad,没有你的旅程
77,77,535,18,52,手提购物袋新款,4.9万,没有你的旅程 - 小阿七,国语,Pop,2020-06-23,sad,没有你的旅程
78,78,198,11,37,手提购物袋新款,4.9万,想起了你 (片段) - 王恰恰,国语,Pop,2020-06-21,happy,想起了你 (原唱_ 程响)
79,79,268,4,40,手提购物袋新款,4.9万,想起了你 (片段) - 王恰恰,国语,Pop,2020-06-21,happy,想起了你 (原唱_ 程响)
80,80,"6,029",101,234,手提购物袋新款,4.9万,Mojito - 周杰伦,国语,Pop,2020-06-12,mad,Mojito
81,81,"3,744",33,89,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,31.1万,稍息立正站好 - 未知,,,,mad,范晓萱 - 稍息立正站好
82,82,91,4,20,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,31.1万,稍息立正站好 - 未知,,,,mad,范晓萱 - 稍息立正站好
83,83,305,4,17,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,31.1万,卡农 - 杨波,,,,happy,孤芳自赏 (改编版原唱_ 杨小壮_DJ弹鼓版)
84,84,66,1,10,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,31.1万,P.I.M.P (Remix) - AEZR、Neth MG,,,,happy,P.I.M.P (Remix)
85,85,110,0,9,手提化妆包简约收纳-xiaoYMS44,2.7万,十分钟带你回顾2018年50首网红歌曲 (下) - 未知,英语,Rap/HipHop,2011-08-30,happy,10 Minutes (十分钟)
86,86,153,1,27,手提化妆包简约收纳-xiaoYMS44,2.7万,花好月圆夜 - 门丽、阿郎,国语,Pop,2019-09-06,happy,杨千嬅 - 花好月圆夜
87,87,114,0,26,手提化妆包简约收纳-xiaoYMS44,2.7万,都来发 - 任静、付笛声、付毫,国语,,2020-07-03,mad,都来发
88,88,80,0,28,手提化妆包简约收纳-xiaoYMS44,2.7万,没有喝够 (DJ何鹏版) - 门小强,,,,happy,你是我永远的痛 (DJ何鹏版)
89,89,75,0,24,手提化妆包简约收纳-xiaoYMS44,2.7万,你是我的人 (片段) - 欣宝儿,国语,Dance,2016-01-01,happy,你是我拒绝别人的理由 (DJ Candy Extended)
90,90,77,0,20,手提化妆包简约收纳-xiaoYMS44,2.7万,阿尔山 - 梦然,国语,Pop,2019-05-27,happy,阿尔山
91,91,77,0,27,手提化妆包简约收纳-xiaoYMS44,2.7万,娜鲁娃情歌 - 林玉英,国语,Pop,1989-01-01,mad,娜鲁娃情歌
92,92,29,0,19,手提化妆包简约收纳-xiaoYMS44,2.7万,像鱼 - 王贰浪,国语,Pop,2018-12-11,sad,像鱼
93,93,32,0,6,手提化妆包简约收纳-xiaoYMS44,2.7万,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大,国语,,2019-11-08,mad,大田後生仔 (Remix)
94,94,1.6w,332,279,燕窝鱼子酱牙膏,1.5万,挥着翅膀的女孩 (钢琴版) - 王喆,,,,happy,容祖儿 - 挥着翅膀的女孩
95,95,25,0,0,【网红爆款】儿童出生证明十二生肖保护本,1.2万,酒干倘卖无 - 孙露,国语,Pop,2009-01-01,peaceful,酒干倘卖无(1)
96,96,"6,861",453,267,【网红爆款】儿童出生证明十二生肖保护本,1.2万,酒干倘卖无 - 孙露,国语,Soundtrack,2016-03-09,peaceful,酒干倘卖无(1)
97,97,14,0,0,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,17岁 - 刘德华,粤语,Pop,2003-06-05,happy,刘德华 - 17岁
98,98,23,0,6,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,星座少女 - TC GIRLS女团,国语,Pop,2019-06-27,mad,星座少女
99,99,103,0,67,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,그랬었구나 (듀엣 버전) - 徐正雅、정의송,,,,happy,정의송 - 그랬었구나(듀엣 버전)
100,100,85,1,36,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,ཁྱེད་དང་མཇལ། 遇见你 - CRIMSON,,,,happy,ཁྱེད་དང་མཇལ།
101,101,107,0,86,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,今夜的你又在和谁约会 - 未知,,,,happy,今夜的你又在和谁约会
102,102,11,0,0,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,嗜睡 - 渡,,,,peaceful,嗜睡
103,103,50,0,10,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,「二胡」雨碎江南 - 未知,,,,happy,「二胡」雨碎江南
104,104,42,0,7,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,哑巴新娘 (慢四版) - 李羿慧,,,,peaceful,哑巴新娘
105,105,61,0,5,奥兰小红帽干红葡萄酒750ml*2瓶套,3.2万,她说 - 林俊杰,国语,Pop,2010-12-08,peaceful,林俊杰 - 她说
106,106,11,0,1,【第二件10】雪纱丝柔妆前隔离霜 自然遮瑕轻薄透丝bb霜 DZ1,6.7万,不仅仅是喜欢 - 孙语赛、萧全,国语,Pop,2018-03-06,happy,不仅仅是喜欢
107,107,1,0,0,【第二件10】雪纱丝柔妆前隔离霜 自然遮瑕轻薄透丝bb霜 DZ1,6.7万,夏天的风 - Uu,国语,Pop,2020-04-16,peaceful,夏天的风
108,108,109,1,7,【坏果包赔】四川攀枝花凯特芒果3斤5斤/9斤装收到芒果催熟后食用,"9,671",金风吹来的时候 - 郑强,纯音乐,WorldMusic,2003-12-02,happy,金风吹来的时候
109,109,183,2,5,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,海底 (铃声版) - cococola,国语,,,sad,海底 (铃声)
110,110,246,0,9,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,ミチノチモシーキミノキモチ (路上的猫尾草 你的心情) - 森永千才,日语,Soundtrack,2016-06-29,mad,ミチノチモシーキミノキモチ (路上的猫尾草 你的心情)
111,111,190,3,8,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,La Banda (DJ热搜版) - 未知,英语,Pop,2020-07-15,mad,La Banda (DJ热搜版)
112,112,11,0,0,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,Wipe It Down (Explicit) - BMW KENNY,,,,happy,Wipe It Down (Explicit)
113,113,14,0,2,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,微微 - 傅如乔,国语,Pop,2020-03-20,peaceful,亲亲 (原唱_ 傅如乔_勾雪莹_墨谣_上官喜爱_王欣宇_夏研_张钰)
114,114,11,0,3,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,Turn All The Lights On - T-Pain、Ne-Yo,英语,Pop,2011-12-05,happy,Turn All the Lights On
115,115,15,0,3,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,失眠飞行 - 一条小团团ovo,,,,happy,失眠飞行 (cover_ 沈以诚_薛明媛)
116,116,5,0,1,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,11.1万,Blame (Tim Gunter Remix) - Graves,,,,sad,Blame (Tim Gunter Remix)
117,117,"5,093",81,356,【苹果全系列】方形液态硅胶壳,"9,477",旧梦一场 (DJ余小磊版) - 未知,国语,,2020-01-10,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
118,118,282,7,10,【苹果全系列】方形液态硅胶壳,"9,477",旧梦一场 - 阿悠悠,国语,Pop,2020-04-22,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
119,119,"1,031",18,76,【苹果全系列】方形液态硅胶壳,"9,477",旧梦一场 - 阿悠悠,国语,Pop,2020-04-22,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
120,120,"3,929",77,176,【苹果全系列】方形液态硅胶壳,"9,477",旧梦一场 (舞曲版) - 敏少,纯音乐,Pop,2020-06-02,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
121,121,366,5,21,【苹果全系列】方形液态硅胶壳,"9,477",旧梦一场 (舞曲版) - 敏少,纯音乐,Pop,2020-06-02,happy,旧梦一场(改编DJ) (改编版原唱_ 阿悠悠)
122,122,130,0,51,iphonex防窥钢化膜11pro苹果x防偷窥xr防偷瞄xs防透窥max隐私promax全屏7/8plus覆盖7P防偷窃8P手机膜偷窥,19.8万,"Astronomia (Santti, Dan K Remix) - Tony Igy",,,,mad,"Astronomia (Santti, Dan K Remix)"
123,123,46,0,4,iphonex防窥钢化膜11pro苹果x防偷窥xr防偷瞄xs防透窥max隐私promax全屏7/8plus覆盖7P防偷窃8P手机膜偷窥,19.8万,Horizon - Janji,纯音乐,Electronica,2014-11-26,sad,Horizon
124,124,25,0,8,iphonex防窥钢化膜11pro苹果x防偷窥xr防偷瞄xs防透窥max隐私promax全屏7/8plus覆盖7P防偷窃8P手机膜偷窥,19.8万,Horizon - Janji,纯音乐,Electronica,2014-11-26,sad,Horizon
125,125,35,0,1,iphonex防窥钢化膜11pro苹果x防偷窥xr防偷瞄xs防透窥max隐私promax全屏7/8plus覆盖7P防偷窃8P手机膜偷窥,19.8万,怎么做怎么过怎么活 (DJ弹鼓版) - 蒋先生,国语,Dance,2020-05-18,happy,怎么做怎么过怎么活 (DJ弹鼓版)
126,126,8.9w,"1,120",136,超滑顺滑冰丝裤-【超合适胖哥哥的显瘦裤子】,1.3万,A Thousand Miles - Josh Vietti,纯音乐,Pop,2012-10-30,happy,A Thousand Miles(1)
127,127,5,0,0,小众香不撞香 卡片口袋香水 持久清新留香,1.8万,Natural - Imagine Dragons,英语,Alternative,2018-11-09,happy,Yellow Station Wagon
128,128,4.3w,"3,265","2,024",情侣趴趴兔余生有你开心每一天,"9,093",爱 存在 (DJ版) - 未知,国语,Dance,2020-07-06,happy,爱 存在 (DJ版)
129,129,"1,182",120,52,情侣趴趴兔余生有你开心每一天,"9,093",后继者 - 任然,国语,Pop,2016-11-25,peaceful,后继者
130,130,403,17,24,情侣趴趴兔余生有你开心每一天,"9,093",还有我 - 悦开心,国语,Pop,2019-09-17,happy,任贤齐 - 还有我
131,131,24,0,1,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
132,132,2,0,0,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
133,133,99,4,7,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
134,134,5,0,0,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
135,135,42,0,2,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
136,136,41,0,9,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
137,137,31,5,1,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
138,138,111,1,4,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
139,139,29,3,1,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
140,140,5,1,0,定制创意礼品,"6,786",孤芳自赏 (改编版) - 网络歌手,国语,,2019-11-12,happy,孤芳自赏 (改编版)
141,141,"4,786",222,196,一二三四年级语文上册重点知识集锦 彩印版,1.4万,少年,国语,Pop,2019-11-14,peaceful,少年 (原唱_ 梦然)
142,142,762,56,24,一二三四年级语文上册重点知识集锦 彩印版,1.4万,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大,国语,,2019-11-08,mad,大田後生仔 (Remix)
143,143,594,49,21,一二三四年级语文上册重点知识集锦 彩印版,1.4万,это ли счастье (热搜版) - 小猫多鱼,国语,Dance,2020-06-01,happy,это ли счастье
144,144,327,5,22,一二三四年级语文上册重点知识集锦 彩印版,1.4万,星月糖 (片段) - 黎林添娇,国语,Pop,2020-05-16,peaceful,星月糖 (cover_ 黎林添娇)
145,145,667,32,50,一二三四年级语文上册重点知识集锦 彩印版,1.4万,你存在 - 陈一靓,,,,happy,你存在
