,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
933,魏新雨 - 恋人心,83.35433467741936,Pop,国语,2014-06-16,negative,sad,0,0,0
934,黄诗扶 - 九万字 (念白版),129.19921875,country,国语,2019-01-18,negative,sad,0,0,0
935,뉴이스트 W - Dejavu,107.666015625,Dance,韩语,2018-06-25,negative,sad,0,0,0
936,헤이즈 - We don't talk together (Feat. 기리보이) (Prod. SUGA),99.38401442307692,hiphop,,,,sad,0,0,0
937,Old Threads - Deep East Music,161.49902340000003,Pop,纯音乐,2019/5/16,positive,happy,1,0,0
938,四块五 - 王晴音乐,123.046875,blues,国语,2020/2/14,negative,happy,1,0,0
939,万有引力 - F*yy,95.703125,metal,国语,2012/7/16,positive,happy,1,0,0
940,背对背拥抱 (DJ版) - 谭晓晨、歌者凌风、小可（热曲）,129.1992188,Dance,国语,2020/6/29,,happy,1,0,0
941,Dance Monkey - Tones And I,99.38401442,blues,纯音乐,2020/2/18,positive,sad,1,0,0
942,蓝色海黑色河 (DJ版) - 69,129.1992188,hiphop,国语,2020/5/23,positive,happy,1,0,0
943,Natural - Spice Mangos,107.6660156,rock,,,,happy,1,0,0
944,小宇 (片段) - 蓝心羽,117.4538352,blues,国语,,positive,peaceful,1,0,0
945,背对背拥抱 (DJ版) - 电音老傅,129.1992188,Dance,国语,2020/7/8,,happy,1,0,0
946,MAMAMOO-WIND FLOWER（AKEN Remix） - AKEN,112.3471467,rock,,,negative,happy,1,0,0
947,雨中的恋人们 (Live片段) - XIN,89.10290948,rock,,,,happy,1,0,0
948,快手刘叉叉背景曲子 - 虞姬、一人众天、7妹吖,129.1992188,hiphop,纯音乐,2020/4/16,positive,happy,1,0,0
949,그런 연애 (那样的恋爱) - J_ust、Ahin,103.359375,hiphop,韩语,,positive,happy,1,0,0
950,别知己 (三步踩版) - 海来阿木,151.99908090000002,Folk,国语,2019/3/5,positive,happy,1,0,0
951,奥利给 - ZeroSeven,99.38401442,hiphop,纯音乐,2019/11/27,positive,happy,1,0,0
952,漂洋过海来看你 (Remix) - 刘明湘,129.1992188,hiphop,国语,2019/4/23,positive,happy,1,0,0
953,Dawn of us - 王嘉尔,95.703125,Pop,英语,2018/4/23,positive,happy,1,0,0
954,嚣张 (片段) - 刘妍菲,135.9991776,Pop,国语,2020/4/24,negative,happy,1,0,0
955,Shooting Flight,143.5546875,hiphop,其他,2015/5/20,,happy,1,0,0
956,我喜欢的人总是有女朋友,123.046875,country,国语,2019/6/14,positive,peaceful,1,0,0
957,Wannabe,112.3471467,Dance,韩语,2020/3/9,positive,happy,1,0,0
958,昭和少女,129.1992188,hiphop,,,,mad,1,0,0
959,Tribute (Dj Fernando Lopez Radio Edit),129.1992188,Dance,纯音乐,2010/8/24,positive,mad,1,0,0
960,のんびり晴ればれ(M-40AB/M-41AB/M-60A),123.046875,Soundtrack,纯音乐,2001/7/20,positive,happy,1,0,0
961,就微笑了,103.359375,Soundtrack,国语,2006/8/25,positive,mad,1,0,0
962,学校(M-13),184.5703125,Soundtrack,纯音乐,2016/5/25,positive,happy,1,0,0
963,Windy Old Weather,103.359375,Soundtrack,英语,2014/11/11,,mad,1,0,0
964,普通女孩,99.38401442,blues,国语,2019/12/1,positive,sad,1,0,0
965,Micmacs A La Gare,99.38401442,Soundtrack,纯音乐,2009/10/19,positive,sad,1,0,0
966,【已买断】騎虎難下,89.10290948,pop,,,,happy,1,0,0
967,sans.,129.1992188,Soundtrack,纯音乐,2015/9/15,positive,peaceful,1,0,0
968,"24 Caprices, Op.1: No. 2 in B Minor",99.38401442,classical,,,,happy,1,0,0
969,We Will Rock You,89.10290948,rock,英语,2020/7/20,positive,happy,1,0,0
970,Situation,112.3471467,classical,英语,2020/4/24,positive,happy,1,0,0
971,난 바빠 (我很忙),129.1992188,hiphop,韩语,2010/9/9,positive,mad,1,0,0
972,慢慢等 (原唱: 韦礼安),86.1328125,blues,国语,2009/3/13,,peaceful,1,0,0
973,Red Light,123.046875,Pop,韩语,2014/7/7,positive,mad,1,0,0
974,썸 탈꺼야 (Some),107.6660156,classical,,,,mad,1,0,0
975,Nobody,129.1992188,Dance,韩语,2008/9/22,positive,mad,1,0,0
976,Right Now(Na Na Na),135.9991776,hiphop,,,,mad,1,0,0
977,山鬼,123.046875,Pop,国语,2017/8/24,positive,peaceful,1,0,0
978,无法原谅,135.9991776,Soundtrack,国语,2011/1/1,positive,happy,1,0,0
979,告白,135.9991776,rock,国语,2019/2/14,positive,sad,1,0,0
980,东西,172.265625,blues,国语,2018/9/21,positive,sad,1,0,0
981,Lil Mama,99.38401442,Pop,英语,2015/11/6,positive,happy,1,0,0
982,100 Ways (MK Remix),123.046875,hiphop,,,,mad,1,0,0
983,「名探偵コナン」~メインテーマ,129.1992188,Soundtrack,纯音乐,1996/1/25,positive,happy,1,0,0
984,ナルトの日常 (鸣人的日常),135.9991776,Soundtrack,纯音乐,2003/3/19,positive,happy,1,0,0
985,ナルトの日常 (鸣人的日常),135.9991776,Soundtrack,纯音乐,2003/3/19,positive,happy,1,0,0
986,恋のエチュード,129.1992188,Soundtrack,纯音乐,2009/8/5,positive,sad,1,0,0
987,When You Left Me 02,129.1992188,hiphop,纯音乐,2019/8/12,positive,peaceful,1,0,0
988,The Lazy Song,64.59960938,blues,英语,2011/12/26,positive,peaceful,1,0,0
989,氷だらけのアイスコーヒー (全是冰的冰咖啡),117.4538352,Pop,纯音乐,2011/8/13,positive,happy,1,0,0
990,The Dollhouse Dance,103.359375,Pop,纯音乐,2017/6/2,positive,happy,1,0,0
991,Bibbidi Bobbidi Boo,112.3471467,Pop,英语,2013/9/18,positive,happy,1,0,0
992,Tape and Glue,135.9991776,Pop,英语,2011/7/13,positive,happy,1,0,0
993,Queen of the Lot,129.1992188,SingerSongwriter,英语,2010/4/13,positive,mad,1,0,0
994,BOKE,95.703125,R&B,韩语,2019/2/2,positive,sad,1,0,0
995,"Hi, Hi, Hi",117.4538352,Folk,英语,2010/12/1,positive,sad,1,0,0
996,しろつめくさ (白诘草),117.4538352,Pop,日语,2001/6/25,positive,peaceful,1,0,0
997,Lucky,129.1992188,Pop,纯音乐,2019/9/22,negative,mad,1,0,0
998,Discover,172.265625,Pop,英语,2009/1/1,positive,happy,1,0,0
999,Never On Sunday (Remastered),123.046875,EasyListening,英语,1962/1/1,negative,mad,1,0,0
1000,Walking On Sunshine,107.6660156,Pop,英语,1985/2/14,negative,happy,1,0,0
1001,Candy street,117.4538352,Pop,英语,2011/3/28,positive,happy,1,0,0
1002,あったかいんだからぁ (Acoustic),129.1992188,Pop,日语,2016/7/5,negative,peaceful,1,0,0
1003,mind games,107.6660156,Pop,英语,2019/5/3,negative,happy,1,0,0
1004,Throwaway (SG Lewis x Clairo),143.5546875,Electronica,英语,2019/3/15,positive,sad,1,0,0
1005,When I'm Ready,99.38401442,Rap/HipHop,其他,2013/5/21,,sad,1,0,0
1006,When I'm Ready,99.38401442,Rap/HipHop,其他,2013/5/21,,sad,1,0,0
1007,Like This Guy,89.10290948,Pop,英语,2017/11/3,negative,happy,1,0,0
1008,Pink Lipstick,83.35433468,Pop,英语,2018/2/18,positive,peaceful,1,0,0
1009,新学期スタート! (新学期开始!),117.4538352,Soundtrack,纯音乐,2013/3/20,positive,peaceful,1,0,0
1010,grass*harvest,95.703125,country,纯音乐,2013/8/12,positive,sad,1,0,0
1011,Libertines Jacket,143.5546875,Pop,英语,2019/11/15,positive,sad,1,0,0
1012,?? (BBoom BBoom),123.046875,hiphop,韩语,2018/8/30,negative,happy,1,0,0
1013,Someday,107.6660156,classical,英语,2020/7/24,negative,mad,1,0,0
1014,Pack Up Your Troubles in Your Old Kit Bag,161.49902340000003,Pop,英语,2009/1/1,negative,happy,1,0,0
1015,How to Dismantle a Life,123.046875,Jazz,英语,2018/4/25,,happy,1,0,0
1016,Busy Body,172.265625,Pop,英语,2019/12/6,positive,happy,1,0,0
1017,Don't Panic,61.5234375,Rock,英语,2000/7/10,positive,sad,1,0,0
1018,Paris,103.359375,Electronica,纯音乐,2016/4/19,positive,sad,1,0,0
